case_sample_id,source,case_id,geo_id,pressure_level_id,H_m,lambda,M_m,q_top_MPa,alpha_E_roof,alpha_c_roof,phi_roof_deg,alpha_t_roof,support_pressure_MPa,P_s,dat_file,max_settlement_m,max_heave_m,peak_abutment_stress_MPa,support_pressure_MPa_from_summary,q_top_MPa_from_summary,summary_file,status,qc_flag,meets_control,design_note
stage3_s3_g025_p03,stage3,s3_g025_p03,g025,p03,1026.81,1.41516,3.16126,22.6034,0.652042,0.750756,39.4888,0.756227,1.1,4.4e+08,s3_g025_p03.dat,1.03409,0.2756113,80.71453,1.1,22.6034,summary_s3_g025_p03.tab,done,ok,1,
stage3_s3_g025_p04,stage3,s3_g025_p04,g025,p04,1026.81,1.41516,3.16126,22.6034,0.652042,0.750756,39.4888,0.756227,1.4,5.6e+08,s3_g025_p04.dat,0.9757856,0.2763638,80.64422,1.4,22.6034,summary_s3_g025_p04.tab,done,ok,1,
stage3_s3_g025_p05,stage3,s3_g025_p05,g025,p05,1026.81,1.41516,3.16126,22.6034,0.652042,0.750756,39.4888,0.756227,1.7,6.8e+08,s3_g025_p05.dat,0.9260973,0.2748004,80.56923,1.7,22.6034,summary_s3_g025_p05.tab,done,ok,1,
stage3_s3_g025_p06,stage3,s3_g025_p06,g025,p06,1026.81,1.41516,3.16126,22.6034,0.652042,0.750756,39.4888,0.756227,2,8e+08,s3_g025_p06.dat,0.882103,0.2750885,80.51474,2,22.6034,summary_s3_g025_p06.tab,done,ok,1,
stage3_s3_g025_p07,stage3,s3_g025_p07,g025,p07,1026.81,1.41516,3.16126,22.6034,0.652042,0.750756,39.4888,0.756227,2.3,9.2e+08,s3_g025_p07.dat,0.8424591,0.2748525,80.39547,2.3,22.6034,summary_s3_g025_p07.tab,done,ok,1,
stage3_s3_g025_p08,stage3,s3_g025_p08,g025,p08,1026.81,1.41516,3.16126,22.6034,0.652042,0.750756,39.4888,0.756227,2.6,1.04e+09,s3_g025_p08.dat,0.8055402,0.275021,80.38432,2.6,22.6034,summary_s3_g025_p08.tab,done,ok,1,
stage3_s3_g026_p01,stage3,s3_g026_p01,g026,p01,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,0.5,2e+08,s3_g026_p01.dat,1.173862,0.2554424,75.08713,0.5,23.5381,summary_s3_g026_p01.tab,done,ok,1,
stage3_s3_g026_p02,stage3,s3_g026_p02,g026,p02,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,0.8,3.2e+08,s3_g026_p02.dat,1.081687,0.257728,74.70878,0.8,23.5381,summary_s3_g026_p02.tab,done,ok,1,
stage3_s3_g026_p03,stage3,s3_g026_p03,g026,p03,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,1.1,4.4e+08,s3_g026_p03.dat,1.003087,0.2557442,74.62762,1.1,23.5381,summary_s3_g026_p03.tab,done,ok,1,
stage3_s3_g026_p04,stage3,s3_g026_p04,g026,p04,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,1.4,5.6e+08,s3_g026_p04.dat,0.9390179,0.2545114,74.25217,1.4,23.5381,summary_s3_g026_p04.tab,done,ok,1,
stage3_s3_g026_p05,stage3,s3_g026_p05,g026,p05,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,1.7,6.8e+08,s3_g026_p05.dat,0.8937063,0.2557784,74.07786,1.7,23.5381,summary_s3_g026_p05.tab,done,ok,1,
stage3_s3_g026_p06,stage3,s3_g026_p06,g026,p06,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,2,8e+08,s3_g026_p06.dat,0.8476447,0.2554991,73.91954,2,23.5381,summary_s3_g026_p06.tab,done,ok,1,
stage3_s3_g026_p07,stage3,s3_g026_p07,g026,p07,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,2.3,9.2e+08,s3_g026_p07.dat,0.8034876,0.253682,73.85461,2.3,23.5381,summary_s3_g026_p07.tab,done,ok,1,
stage3_s3_g026_p08,stage3,s3_g026_p08,g026,p08,1065.75,1.31351,4.67206,23.5381,1.23276,1.35354,36.823,1.11498,2.6,1.04e+09,s3_g026_p08.dat,0.7776062,0.2538879,73.04619,2.6,23.5381,summary_s3_g026_p08.tab,done,ok,1,
stage3_s3_g027_p01,stage3,s3_g027_p01,g027,p01,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,0.5,2e+08,s3_g027_p01.dat,56.67313,2.147447,69.5529,0.5,24.0998,summary_s3_g027_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g027_p02,stage3,s3_g027_p02,g027,p02,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,0.8,3.2e+08,s3_g027_p02.dat,47.60059,1.806634,69.53732,0.8,24.0998,summary_s3_g027_p02.tab,done,settlement_gt_2m,0,
stage3_s3_g027_p03,stage3,s3_g027_p03,g027,p03,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,1.1,4.4e+08,s3_g027_p03.dat,28.4849,1.1314,71.17446,1.1,24.0998,summary_s3_g027_p03.tab,done,settlement_gt_2m,0,
stage3_s3_g027_p04,stage3,s3_g027_p04,g027,p04,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,1.4,5.6e+08,s3_g027_p04.dat,1.307393,0.2753101,72.62208,1.4,24.0998,summary_s3_g027_p04.tab,done,ok,1,
stage3_s3_g027_p05,stage3,s3_g027_p05,g027,p05,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,1.7,6.8e+08,s3_g027_p05.dat,1.117438,0.2777649,71.82462,1.7,24.0998,summary_s3_g027_p05.tab,done,ok,1,
stage3_s3_g027_p06,stage3,s3_g027_p06,g027,p06,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,2,8e+08,s3_g027_p06.dat,1.026275,0.2783757,71.66206,2,24.0998,summary_s3_g027_p06.tab,done,ok,1,
stage3_s3_g027_p07,stage3,s3_g027_p07,g027,p07,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,2.3,9.2e+08,s3_g027_p07.dat,0.961663,0.2808867,71.36471,2.3,24.0998,summary_s3_g027_p07.tab,done,ok,1,
stage3_s3_g027_p08,stage3,s3_g027_p08,g027,p08,1089.16,1.23133,3.7479,24.0998,0.787431,0.78977,33.492,1.10373,2.6,1.04e+09,s3_g027_p08.dat,0.9067351,0.2792122,71.54962,2.6,24.0998,summary_s3_g027_p08.tab,done,ok,1,
stage3_s3_g028_p01,stage3,s3_g028_p01,g028,p01,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,0.5,2e+08,s3_g028_p01.dat,31.74366,1.702408,59.2664,0.5,21.478,summary_s3_g028_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g028_p02,stage3,s3_g028_p02,g028,p02,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,0.8,3.2e+08,s3_g028_p02.dat,23.67839,1.282518,61.94162,0.8,21.478,summary_s3_g028_p02.tab,done,settlement_gt_2m,0,
stage3_s3_g028_p03,stage3,s3_g028_p03,g028,p03,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,1.1,4.4e+08,s3_g028_p03.dat,1.406308,0.2383949,68.57159,1.1,21.478,summary_s3_g028_p03.tab,done,ok,1,
stage3_s3_g028_p04,stage3,s3_g028_p04,g028,p04,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,1.4,5.6e+08,s3_g028_p04.dat,1.155029,0.2239281,67.23511,1.4,21.478,summary_s3_g028_p04.tab,done,ok,1,
stage3_s3_g028_p05,stage3,s3_g028_p05,g028,p05,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,1.7,6.8e+08,s3_g028_p05.dat,1.013958,0.2169911,66.65933,1.7,21.478,summary_s3_g028_p05.tab,done,ok,1,
stage3_s3_g028_p06,stage3,s3_g028_p06,g028,p06,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,2,8e+08,s3_g028_p06.dat,0.9162161,0.2131274,66.53924,2,21.478,summary_s3_g028_p06.tab,done,ok,1,
stage3_s3_g028_p07,stage3,s3_g028_p07,g028,p07,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,2.3,9.2e+08,s3_g028_p07.dat,0.8480899,0.2149548,66.79424,2.3,21.478,summary_s3_g028_p07.tab,done,ok,1,
stage3_s3_g028_p08,stage3,s3_g028_p08,g028,p08,979.918,1.29817,4.8497,21.478,1.32688,0.877608,28.4876,1.0681,2.6,1.04e+09,s3_g028_p08.dat,0.7829634,0.2124806,66.69641,2.6,21.478,summary_s3_g028_p08.tab,done,ok,1,
stage3_s3_g029_p01,stage3,s3_g029_p01,g029,p01,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,0.5,2e+08,s3_g029_p01.dat,1.167518,0.2269227,75.28713,0.5,20.6308,summary_s3_g029_p01.tab,done,ok,1,
stage3_s3_g029_p02,stage3,s3_g029_p02,g029,p02,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,0.8,3.2e+08,s3_g029_p02.dat,1.023162,0.2311079,74.47034,0.8,20.6308,summary_s3_g029_p02.tab,done,ok,1,
stage3_s3_g029_p03,stage3,s3_g029_p03,g029,p03,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,1.1,4.4e+08,s3_g029_p03.dat,0.9342996,0.232539,74.61984,1.1,20.6308,summary_s3_g029_p03.tab,done,ok,1,
stage3_s3_g029_p04,stage3,s3_g029_p04,g029,p04,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,1.4,5.6e+08,s3_g029_p04.dat,0.8686726,0.2342061,74.96864,1.4,20.6308,summary_s3_g029_p04.tab,done,ok,1,
stage3_s3_g029_p05,stage3,s3_g029_p05,g029,p05,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,1.7,6.8e+08,s3_g029_p05.dat,0.8206434,0.2314862,75.06783,1.7,20.6308,summary_s3_g029_p05.tab,done,ok,1,
stage3_s3_g029_p06,stage3,s3_g029_p06,g029,p06,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,2,8e+08,s3_g029_p06.dat,0.7758339,0.2310262,74.96006,2,20.6308,summary_s3_g029_p06.tab,done,ok,1,
stage3_s3_g029_p07,stage3,s3_g029_p07,g029,p07,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,2.3,9.2e+08,s3_g029_p07.dat,0.7376444,0.2284788,74.98503,2.3,20.6308,summary_s3_g029_p07.tab,done,ok,1,
stage3_s3_g029_p08,stage3,s3_g029_p08,g029,p08,944.617,1.28087,3.57051,20.6308,0.607426,0.72679,35.5515,0.701195,2.6,1.04e+09,s3_g029_p08.dat,0.7001078,0.2277128,74.91621,2.6,20.6308,summary_s3_g029_p08.tab,done,ok,1,
stage3_s3_g030_p01,stage3,s3_g030_p01,g030,p01,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,0.5,2e+08,s3_g030_p01.dat,0.8891536,0.1909336,63.46513,0.5,19.3701,summary_s3_g030_p01.tab,done,ok,1,
stage3_s3_g030_p02,stage3,s3_g030_p02,g030,p02,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,0.8,3.2e+08,s3_g030_p02.dat,0.8293746,0.190885,63.06681,0.8,19.3701,summary_s3_g030_p02.tab,done,ok,1,
stage3_s3_g030_p03,stage3,s3_g030_p03,g030,p03,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,1.1,4.4e+08,s3_g030_p03.dat,0.7678484,0.1895223,62.83514,1.1,19.3701,summary_s3_g030_p03.tab,done,ok,1,
stage3_s3_g030_p04,stage3,s3_g030_p04,g030,p04,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,1.4,5.6e+08,s3_g030_p04.dat,0.7233838,0.1885022,62.67101,1.4,19.3701,summary_s3_g030_p04.tab,done,ok,1,
stage3_s3_g030_p05,stage3,s3_g030_p05,g030,p05,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,1.7,6.8e+08,s3_g030_p05.dat,0.6850993,0.1869494,62.4684,1.7,19.3701,summary_s3_g030_p05.tab,done,ok,1,
stage3_s3_g030_p06,stage3,s3_g030_p06,g030,p06,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,2,8e+08,s3_g030_p06.dat,0.6535965,0.1885595,62.18302,2,19.3701,summary_s3_g030_p06.tab,done,ok,1,
stage3_s3_g030_p07,stage3,s3_g030_p07,g030,p07,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,2.3,9.2e+08,s3_g030_p07.dat,0.624615,0.1885181,61.92145,2.3,19.3701,summary_s3_g030_p07.tab,done,ok,1,
stage3_s3_g030_p08,stage3,s3_g030_p08,g030,p08,892.089,1.32978,5.68035,19.3701,1.00343,1.29154,27.0788,0.893718,2.6,1.04e+09,s3_g030_p08.dat,0.5940728,0.1883552,61.78145,2.6,19.3701,summary_s3_g030_p08.tab,done,ok,1,
stage3_s3_g031_p01,stage3,s3_g031_p01,g031,p01,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,0.5,2e+08,s3_g031_p01.dat,0.8995062,0.1703743,66.8416,0.5,17.7785,summary_s3_g031_p01.tab,done,ok,1,
stage3_s3_g031_p02,stage3,s3_g031_p02,g031,p02,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,0.8,3.2e+08,s3_g031_p02.dat,0.7471003,0.1711461,66.38827,0.8,17.7785,summary_s3_g031_p02.tab,done,ok,1,
stage3_s3_g031_p03,stage3,s3_g031_p03,g031,p03,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,1.1,4.4e+08,s3_g031_p03.dat,0.6690674,0.1721066,65.71219,1.1,17.7785,summary_s3_g031_p03.tab,done,ok,1,
stage3_s3_g031_p04,stage3,s3_g031_p04,g031,p04,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,1.4,5.6e+08,s3_g031_p04.dat,0.607923,0.1708894,65.65856,1.4,17.7785,summary_s3_g031_p04.tab,done,ok,1,
stage3_s3_g031_p05,stage3,s3_g031_p05,g031,p05,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,1.7,6.8e+08,s3_g031_p05.dat,0.5686908,0.1701449,65.7148,1.7,17.7785,summary_s3_g031_p05.tab,done,ok,1,
stage3_s3_g031_p06,stage3,s3_g031_p06,g031,p06,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,2,8e+08,s3_g031_p06.dat,0.5234198,0.1680766,66.04527,2,17.7785,summary_s3_g031_p06.tab,done,ok,1,
stage3_s3_g031_p07,stage3,s3_g031_p07,g031,p07,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,2.3,9.2e+08,s3_g031_p07.dat,0.4952534,0.1664439,66.05431,2.3,17.7785,summary_s3_g031_p07.tab,done,ok,1,
stage3_s3_g031_p08,stage3,s3_g031_p08,g031,p08,825.772,0.904665,4.17466,17.7785,0.772062,0.645652,38.8854,1.26265,2.6,1.04e+09,s3_g031_p08.dat,0.4732453,0.163084,66.11932,2.6,17.7785,summary_s3_g031_p08.tab,done,ok,1,
stage3_s3_g032_p01,stage3,s3_g032_p01,g032,p01,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,0.5,2e+08,s3_g032_p01.dat,34.5863,0.9256671,52.50832,0.5,17.5,summary_s3_g032_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g032_p02,stage3,s3_g032_p02,g032,p02,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,0.8,3.2e+08,s3_g032_p02.dat,31.25795,0.7401783,54.34,0.8,17.5,summary_s3_g032_p02.tab,done,settlement_gt_2m,0,
stage3_s3_g032_p03,stage3,s3_g032_p03,g032,p03,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,1.1,4.4e+08,s3_g032_p03.dat,19.30632,0.4738234,55.39816,1.1,17.5,summary_s3_g032_p03.tab,done,settlement_gt_2m,0,
stage3_s3_g032_p04,stage3,s3_g032_p04,g032,p04,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,1.4,5.6e+08,s3_g032_p04.dat,0.6613954,0.1477543,58.19094,1.4,17.5,summary_s3_g032_p04.tab,done,ok,1,
stage3_s3_g032_p05,stage3,s3_g032_p05,g032,p05,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,1.7,6.8e+08,s3_g032_p05.dat,0.5899607,0.1478322,58.61565,1.7,17.5,summary_s3_g032_p05.tab,done,ok,1,
stage3_s3_g032_p06,stage3,s3_g032_p06,g032,p06,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,2,8e+08,s3_g032_p06.dat,0.551756,0.1480499,58.70872,2,17.5,summary_s3_g032_p06.tab,done,ok,1,
stage3_s3_g032_p07,stage3,s3_g032_p07,g032,p07,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,2.3,9.2e+08,s3_g032_p07.dat,0.5155942,0.1474984,58.75272,2.3,17.5,summary_s3_g032_p07.tab,done,ok,1,
stage3_s3_g032_p08,stage3,s3_g032_p08,g032,p08,814.167,0.83081,5.79463,17.5,0.968573,0.741923,31.581,0.733596,2.6,1.04e+09,s3_g032_p08.dat,0.4883119,0.1457555,58.97921,2.6,17.5,summary_s3_g032_p08.tab,done,ok,1,
stage3_s3_g033_p01,stage3,s3_g033_p01,g033,p01,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,0.5,2e+08,s3_g033_p01.dat,40.47032,0.9520792,62.81142,0.5,18.0172,summary_s3_g033_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g033_p02,stage3,s3_g033_p02,g033,p02,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,0.8,3.2e+08,s3_g033_p02.dat,35.08236,0.7696063,61.78863,0.8,18.0172,summary_s3_g033_p02.tab,done,settlement_gt_2m,0,
stage3_s3_g033_p03,stage3,s3_g033_p03,g033,p03,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,1.1,4.4e+08,s3_g033_p03.dat,30.07349,0.6473077,64.33382,1.1,18.0172,summary_s3_g033_p03.tab,done,settlement_gt_2m,0,
stage3_s3_g033_p04,stage3,s3_g033_p04,g033,p04,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,1.4,5.6e+08,s3_g033_p04.dat,0.7162631,0.1647859,64.71143,1.4,18.0172,summary_s3_g033_p04.tab,done,ok,1,
stage3_s3_g033_p05,stage3,s3_g033_p05,g033,p05,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,1.7,6.8e+08,s3_g033_p05.dat,0.6246233,0.1654717,64.69457,1.7,18.0172,summary_s3_g033_p05.tab,done,ok,1,
stage3_s3_g033_p06,stage3,s3_g033_p06,g033,p06,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,2,8e+08,s3_g033_p06.dat,0.5703262,0.1647641,64.43932,2,18.0172,summary_s3_g033_p06.tab,done,ok,1,
stage3_s3_g033_p07,stage3,s3_g033_p07,g033,p07,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,2.3,9.2e+08,s3_g033_p07.dat,0.5226231,0.164879,64.80161,2.3,18.0172,summary_s3_g033_p07.tab,done,ok,1,
stage3_s3_g033_p08,stage3,s3_g033_p08,g033,p08,835.717,0.845036,4.02226,18.0172,1.29359,0.608296,34.9103,0.509994,2.6,1.04e+09,s3_g033_p08.dat,0.4884149,0.1640647,64.8074,2.6,18.0172,summary_s3_g033_p08.tab,done,ok,1,
stage3_s3_g034_p01,stage3,s3_g034_p01,g034,p01,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,0.5,2e+08,s3_g034_p01.dat,51.83464,0.6690584,73.87433,0.5,26.125,summary_s3_g034_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g034_p02,stage3,s3_g034_p02,g034,p02,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,0.8,3.2e+08,s3_g034_p02.dat,1.549933,0.2989857,76.25301,0.8,26.125,summary_s3_g034_p02.tab,done,ok,1,
stage3_s3_g034_p03,stage3,s3_g034_p03,g034,p03,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,1.1,4.4e+08,s3_g034_p03.dat,1.314043,0.2985326,75.59525,1.1,26.125,summary_s3_g034_p03.tab,done,ok,1,
stage3_s3_g034_p04,stage3,s3_g034_p04,g034,p04,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,1.4,5.6e+08,s3_g034_p04.dat,1.209646,0.2958181,75.00938,1.4,26.125,summary_s3_g034_p04.tab,done,ok,1,
stage3_s3_g034_p05,stage3,s3_g034_p05,g034,p05,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,1.7,6.8e+08,s3_g034_p05.dat,1.11395,0.2960692,74.96949,1.7,26.125,summary_s3_g034_p05.tab,done,ok,1,
stage3_s3_g034_p06,stage3,s3_g034_p06,g034,p06,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,2,8e+08,s3_g034_p06.dat,1.043502,0.2955765,74.72252,2,26.125,summary_s3_g034_p06.tab,done,ok,1,
stage3_s3_g034_p07,stage3,s3_g034_p07,g034,p07,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,2.3,9.2e+08,s3_g034_p07.dat,0.9854173,0.2990086,74.32197,2.3,26.125,summary_s3_g034_p07.tab,done,ok,1,
stage3_s3_g034_p08,stage3,s3_g034_p08,g034,p08,1173.54,1.14335,4.22704,26.125,1.11426,1.2294,37.0316,0.690052,2.6,1.04e+09,s3_g034_p08.dat,0.9232526,0.2934955,74.44627,2.6,26.125,summary_s3_g034_p08.tab,done,ok,1,
stage3_s3_g035_p01,stage3,s3_g035_p01,g035,p01,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,0.5,2e+08,s3_g035_p01.dat,54.43435,2.922809,63.90741,0.5,23.9456,summary_s3_g035_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g035_p02,stage3,s3_g035_p02,g035,p02,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,0.8,3.2e+08,s3_g035_p02.dat,47.76737,2.627387,63.94329,0.8,23.9456,summary_s3_g035_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g035_p03,stage3,s3_g035_p03,g035,p03,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,1.1,4.4e+08,s3_g035_p03.dat,40.60471,2.141449,66.38603,1.1,23.9456,summary_s3_g035_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage3_s3_g035_p04,stage3,s3_g035_p04,g035,p04,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,1.4,5.6e+08,s3_g035_p04.dat,27.40385,1.510453,65.67624,1.4,23.9456,summary_s3_g035_p04.tab,done,settlement_gt_2m,0,
stage3_s3_g035_p05,stage3,s3_g035_p05,g035,p05,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,1.7,6.8e+08,s3_g035_p05.dat,1.546557,0.2596547,66.31107,1.7,23.9456,summary_s3_g035_p05.tab,done,ok,1,
stage3_s3_g035_p06,stage3,s3_g035_p06,g035,p06,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,2,8e+08,s3_g035_p06.dat,1.238221,0.2400236,66.39245,2,23.9456,summary_s3_g035_p06.tab,done,ok,1,
stage3_s3_g035_p07,stage3,s3_g035_p07,g035,p07,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,2.3,9.2e+08,s3_g035_p07.dat,1.103626,0.2324404,65.92602,2.3,23.9456,summary_s3_g035_p07.tab,done,ok,1,
stage3_s3_g035_p08,stage3,s3_g035_p08,g035,p08,1082.73,1.08997,5.92289,23.9456,1.19166,1.13949,25.0911,1.16355,2.6,1.04e+09,s3_g035_p08.dat,1.001714,0.2262319,66.4385,2.6,23.9456,summary_s3_g035_p08.tab,done,ok,1,
stage3_s3_g036_p01,stage3,s3_g036_p01,g036,p01,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,0.5,2e+08,s3_g036_p01.dat,24.4998,1.815187,61.19837,0.5,20.9068,summary_s3_g036_p01.tab,done,settlement_gt_2m,0,
stage3_s3_g036_p02,stage3,s3_g036_p02,g036,p02,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,0.8,3.2e+08,s3_g036_p02.dat,1.829873,0.2788909,70.0659,0.8,20.9068,summary_s3_g036_p02.tab,done,ok,1,
stage3_s3_g036_p03,stage3,s3_g036_p03,g036,p03,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,1.1,4.4e+08,s3_g036_p03.dat,1.351451,0.2650692,67.93399,1.1,20.9068,summary_s3_g036_p03.tab,done,ok,1,
stage3_s3_g036_p04,stage3,s3_g036_p04,g036,p04,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,1.4,5.6e+08,s3_g036_p04.dat,1.150748,0.2602808,67.71158,1.4,20.9068,summary_s3_g036_p04.tab,done,ok,1,
stage3_s3_g036_p05,stage3,s3_g036_p05,g036,p05,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,1.7,6.8e+08,s3_g036_p05.dat,1.033869,0.2540061,67.53868,1.7,20.9068,summary_s3_g036_p05.tab,done,ok,1,
stage3_s3_g036_p06,stage3,s3_g036_p06,g036,p06,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,2,8e+08,s3_g036_p06.dat,0.9618243,0.2529325,67.69869,2,20.9068,summary_s3_g036_p06.tab,done,ok,1,
stage3_s3_g036_p07,stage3,s3_g036_p07,g036,p07,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,2.3,9.2e+08,s3_g036_p07.dat,0.9014874,0.2503696,67.42939,2.3,20.9068,summary_s3_g036_p07.tab,done,ok,1,
stage3_s3_g036_p08,stage3,s3_g036_p08,g036,p08,956.117,1.4484,5.37634,20.9068,0.746651,0.693807,33.8555,1.0001,2.6,1.04e+09,s3_g036_p08.dat,0.8477619,0.2476159,67.32556,2.6,20.9068,summary_s3_g036_p08.tab,done,ok,1,
stage3_s3_g037_p01,stage3,s3_g037_p01,g037,p01,969.598,1.24314,5.32582,21.2304,1.34935,1.08155,32.3032,1.13013,0.5,2e+08,s3_g037_p01.dat,1.368793,0.2120643,70.70371,0.5,21.2304,summary_s3_g037_p01.tab,done,ok,1,
stage3_s3_g037_p02,stage3,s3_g037_p02,g037,p02,969.598,1.24314,5.32582,21.2304,1.34935,1.08155,32.3032,1.13013,0.8,3.2e+08,s3_g037_p02.dat,1.108854,0.2062189,70.072,0.8,21.2304,summary_s3_g037_p02.tab,done,ok,1,
